song_id,title,reading,difficulty,level,constant
world_fragments_iii_radio_edit,World Fragments III(radio edit),,PST,3,3.5
world_fragments_iii_radio_edit,World Fragments III(radio edit),,PRS,7,7
world_fragments_iii_radio_edit,World Fragments III(radio edit),,FTR,9+,9.8
won_t_back_down,Won't Back Down,,PST,3,3.5
won_t_back_down,Won't Back Down,,PRS,6,6.5
won_t_back_down,Won't Back Down,,FTR,9+,9.8
vandalism,Vandalism,,PST,3,3.5
vandalism,Vandalism,,PRS,7,7
vandalism,Vandalism,,FTR,9+,9.7
vallista,Vallista,,PST,4,4.5
vallista,Vallista,,PRS,7+,7.8
vallista,Vallista,,FTR,9+,9.7
ultimate_taste,Ultimate taste,,PST,3,3.5
ultimate_taste,Ultimate taste,,PRS,6,6.5
ultimate_taste,Ultimate taste,,FTR,9+,9.9
song_13kif4u,彼方の夢へと,,PST,4,4.5
song_13kif4u,彼方の夢へと,,PRS,8,8.5
song_13kif4u,彼方の夢へと,,FTR,9+,9.8
the_ultimacy,THE ULTIMACY,,PST,3,3
the_ultimacy,THE ULTIMACY,,PRS,7,7
the_ultimacy,THE ULTIMACY,,FTR,9+,9.8
the_survivor_game_edit,The Survivor (Game Edit),,PST,3,3.5
the_survivor_game_edit,The Survivor (Game Edit),,PRS,6,6.5
the_survivor_game_edit,The Survivor (Game Edit),,FTR,9+,9.9
the_message,The Message,,PST,3,3
the_message,The Message,,PRS,6,6.5
the_message,The Message,,FTR,9+,9.7
song_d6i6ix,森奥虚跡,,PST,3,3.5
song_d6i6ix,森奥虚跡,,PRS,6,6.5
song_d6i6ix,森奥虚跡,,FTR,9+,9.7
technicolour,Technicolour,,PST,3,3.5
technicolour,Technicolour,,PRS,7,7
technicolour,Technicolour,,FTR,9+,9.8
syriana,Syriana,,PST,4,4.5
syriana,Syriana,,PRS,7,7.5
syriana,Syriana,,FTR,9+,9.9
swan_song,Swan Song,,PST,3,3
swan_song,Swan Song,,PRS,7,7.5
swan_song,Swan Song,,FTR,9+,9.9
song_1qcosq1,彩る夏の恋花火,,PST,3,3
song_1qcosq1,彩る夏の恋花火,,PRS,6,6.5
song_1qcosq1,彩る夏の恋花火,,FTR,9+,9.9
sulfur,Sulfur,,PST,4,4
sulfur,Sulfur,,PRS,6,6
sulfur,Sulfur,,FTR,9+,9.7
soundwitch,SOUNDWiTCH,,PST,3,3.5
soundwitch,SOUNDWiTCH,,PRS,6,6.5
soundwitch,SOUNDWiTCH,,FTR,9+,9.8
shrink,shrink,,PST,3,3.5
shrink,shrink,,PRS,7,7
shrink,shrink,,FTR,9+,9.8
song_19pxv53,朱月ノ姫,,PST,3,3.5
song_19pxv53,朱月ノ姫,,PRS,7,7
song_19pxv53,朱月ノ姫,,FTR,9+,9.8
scarlet_cage,Scarlet Cage,,PST,4,4
scarlet_cage,Scarlet Cage,,PRS,7,7.5
scarlet_cage,Scarlet Cage,,FTR,9+,9.8
sacrifice_feat_ayame,SACRIFICE feat. ayame,,PST,3,3.5
sacrifice_feat_ayame,SACRIFICE feat. ayame,,PRS,7,7.5
sacrifice_feat_ayame,SACRIFICE feat. ayame,,FTR,9+,9.7
rgb,RGB,,PST,4,4
rgb,RGB,,PRS,7+,7.8
rgb,RGB,,FTR,9+,9.8
protoflicker,Protoflicker,,PST,3,3
protoflicker,Protoflicker,,PRS,7,7
protoflicker,Protoflicker,,FTR,9+,9.8
ouverture,Ouvertüre,,PST,2,2.5
ouverture,Ouvertüre,,PRS,7,7.5
ouverture,Ouvertüre,,FTR,9+,9.8
old_school_salvage,Old School Salvage,,PST,4,4
old_school_salvage,Old School Salvage,,PRS,7+,7.8
old_school_salvage,Old School Salvage,,FTR,9+,9.8
n_smo,nέο κόsmo,,PST,4,4
n_smo,nέο κόsmo,,PRS,7+,7.8
n_smo,nέο κόsmo,,FTR,9+,9.7
new_york_back_raise,New York Back Raise,,PST,4,4.5
new_york_back_raise,New York Back Raise,,PRS,7,7
new_york_back_raise,New York Back Raise,,FTR,9+,9.9
nameless_passion,Nameless Passion,,PST,3,3
nameless_passion,Nameless Passion,,PRS,7,7
nameless_passion,Nameless Passion,,FTR,9+,9.8
modelista,Modelista,,PST,3,3.5
modelista,Modelista,,PRS,7,7.5
modelista,Modelista,,FTR,9+*1,9.9
mirzam,Mirzam,,PST,4,4
mirzam,Mirzam,,PRS,7,7.5
mirzam,Mirzam,,FTR,9+,9.9
mirror_kamome_sano_remix,MIRROR - kamome sano remix,,PST,4,4
mirror_kamome_sano_remix,MIRROR - kamome sano remix,,PRS,7,7
mirror_kamome_sano_remix,MIRROR - kamome sano remix,,FTR,9+,9.9
memory_forest,Memory Forest,,PST,3,3.5
memory_forest,Memory Forest,,PRS,6,6
memory_forest,Memory Forest,,FTR,9+,9.8
mazy_metroplex,Mazy Metroplex,,PST,3,3
mazy_metroplex,Mazy Metroplex,,PRS,7+,7.8
mazy_metroplex,Mazy Metroplex,,FTR,9+,9.8
maxrage,MAXRAGE,,PST,3,3.5
maxrage,MAXRAGE,,PRS,6,6.5
maxrage,MAXRAGE,,FTR,9+,9.9
macrocosmic_modulation,Macrocosmic Modulation,,PST,4,4
macrocosmic_modulation,Macrocosmic Modulation,,PRS,7+,7.8
macrocosmic_modulation,Macrocosmic Modulation,,FTR,9+,9.8
luna_rossa,Luna Rossa,,PST,3,3
luna_rossa,Luna Rossa,,PRS,6,6
luna_rossa,Luna Rossa,,FTR,9+,9.7
loveless_dress,Loveless Dress,,PST,3,3.5
loveless_dress,Loveless Dress,,PRS,6,6.5
loveless_dress,Loveless Dress,,FTR,9+,9.7
lost_in_the_abyss,Lost in the Abyss,,PST,3,3.5
lost_in_the_abyss,Lost in the Abyss,,PRS,6,6.5
lost_in_the_abyss,Lost in the Abyss,,FTR,9+,9.7
lost_desire,Lost Desire,,PST,4,4
lost_desire,Lost Desire,,PRS,7+,7.8
lost_desire,Lost Desire,,FTR,9+,9.8
livht_my_w_y,LIVHT MY W​Δ​Y,,PST,4,4.5
livht_my_w_y,LIVHT MY W​Δ​Y,,PRS,7,7.5
livht_my_w_y,LIVHT MY W​Δ​Y,,FTR,9+,9.8
linear_accelerator,Linear Accelerator,,PST,2,2.5
linear_accelerator,Linear Accelerator,,PRS,6,6.5
linear_accelerator,Linear Accelerator,,FTR,9+,9.8
lethaeus,Lethaeus,,PST,3,3.5
lethaeus,Lethaeus,,PRS,6,6.5
lethaeus,Lethaeus,,FTR,9+,9.7
let_s_rock_arcaea_mix,Let's Rock (Arcaea mix),,PST,3,3
let_s_rock_arcaea_mix,Let's Rock (Arcaea mix),,PRS,7,7
let_s_rock_arcaea_mix,Let's Rock (Arcaea mix),,FTR,9+,9.7
arr_demetori,感情の摩天楼 ～Arr.Demetori,,PST,3,3.5
arr_demetori,感情の摩天楼 ～Arr.Demetori,,PRS,6,6.5
arr_demetori,感情の摩天楼 ～Arr.Demetori,,FTR,9+,9.8
init,init(),,PST,4,4
init,init(),,PRS,7,7.5
init,init(),,FTR,9+,9.8
ignition,Ignition,,PST,3,3.5
ignition,Ignition,,PRS,6,6
ignition,Ignition,,FTR,9+,9.8
hyper_vision,HYPER VISION,,PST,4,4.5
hyper_vision,HYPER VISION,,PRS,7,7.5
hyper_vision,HYPER VISION,,FTR,9+,9.8
song_18ah544,ヒュブリスの頂に聳えるのは,,PST,4,4.5
song_18ah544,ヒュブリスの頂に聳えるのは,,PRS,7+,7.8
song_18ah544,ヒュブリスの頂に聳えるのは,,FTR,9+,9.8
song_12z331,蛍火の雪,,PST,3,3.5
song_12z331,蛍火の雪,,PRS,7,7
song_12z331,蛍火の雪,,FTR,9+,9.7
heart_jackin,Heart Jackin',,PST,3,3
heart_jackin,Heart Jackin',,PRS,5,5.5
heart_jackin,Heart Jackin',,FTR,9+,9.7
song_1hsrupj,秋の陽炎,,PST,3,3.5
song_1hsrupj,秋の陽炎,,PRS,7,7
song_1hsrupj,秋の陽炎,,FTR,9+,9.8
hailstone,Hailstone,,PST,3,3.5
hailstone,Hailstone,,PRS,7,7
hailstone,Hailstone,,FTR,9+,9.7
got_hive_of_ra,Got hive of Ra,,PST,3,3
got_hive_of_ra,Got hive of Ra,,PRS,6,6.5
got_hive_of_ra,Got hive of Ra,,FTR,9+,9.8
goldenslaughterer,goldenslaughterer,,PST,4,4
goldenslaughterer,goldenslaughterer,,PRS,6,6.5
goldenslaughterer,goldenslaughterer,,FTR,9+,9.7
genesis,Genesis,,PST,4,4
genesis,Genesis,,PRS,7,7
genesis,Genesis,,FTR,9+,9.8
galaxy_friends,Galaxy Friends,,PST,3,3.5
galaxy_friends,Galaxy Friends,,PRS,6,6
galaxy_friends,Galaxy Friends,,FTR,9+,9.9
fluffy_flash,FLUFFY FLASH,,PST,3,3.5
fluffy_flash,FLUFFY FLASH,,PRS,6,6.5
fluffy_flash,FLUFFY FLASH,,FTR,9+,9.8
flexidefine,flexidefine,,PST,2,2
flexidefine,flexidefine,,PRS,6,6
flexidefine,flexidefine,,FTR,9+,9.9
filament,Filament,,PST,4,4.5
filament,Filament,,PRS,7+,7.8
filament,Filament,,FTR,9+,9.7
far_away_light,Far Away Light,,PST,4,4.5
far_away_light,Far Away Light,,PRS,7+,7.8
far_away_light,Far Away Light,,FTR,9+,9.8
fallensquare,Fallensquare,,PST,3,3
fallensquare,Fallensquare,,PRS,7,7.5
fallensquare,Fallensquare,,FTR,9+,9.7
dx,DX超性能フルメタル少女,,PST,3,3
dx,DX超性能フルメタル少女,,PRS,6,6
dx,DX超性能フルメタル少女,,FTR,9+,9.7
dreadnought,Dreadnought,,PST,4,4
dreadnought,Dreadnought,,PRS,7,7
dreadnought,Dreadnought,,FTR,9+,9.7
song_1o2bn07,ディストーション・ニンゲン,,PST,3,3
song_1o2bn07,ディストーション・ニンゲン,,PRS,6,6.5
song_1o2bn07,ディストーション・ニンゲン,,FTR,9+,9.9
devillic_sphere,Devillic Sphere,,PST,4,4
devillic_sphere,Devillic Sphere,,PRS,7+,7.8
devillic_sphere,Devillic Sphere,,FTR,9+,9.9
defection,Defection,,PST,3,3.5
defection,Defection,,PRS,6,6.5
defection,Defection,,FTR,9+,9.8
dazzle_hop,Dazzle hop,,PST,3,3.5
dazzle_hop,Dazzle hop,,PRS,6,6.5
dazzle_hop,Dazzle hop,,FTR,9+,9.7
corruption,Corruption,,PST,3,3
corruption,Corruption,,PRS,6,6.5
corruption,Corruption,,FTR,9+,9.8
callima_karma,Callima Karma,,PST,3,3.5
callima_karma,Callima Karma,,PRS,7,7.5
callima_karma,Callima Karma,,FTR,9+,9.8
blrink,BLRINK,,PST,3,3.5
blrink,BLRINK,,PRS,7+,7.8
blrink,BLRINK,,FTR,9+,9.7
black_territory,Black Territory,,PST,3,3
black_territory,Black Territory,,PRS,7,7.5
black_territory,Black Territory,,FTR,9+,9.8
black_lotus,Black Lotus,,PST,3,3
black_lotus,Black Lotus,,PRS,6,6.5
black_lotus,Black Lotus,,FTR,9+,9.7
beautiful_dreamer,Beautiful Dreamer,,PST,4,4
beautiful_dreamer,Beautiful Dreamer,,PRS,7+,7.8
beautiful_dreamer,Beautiful Dreamer,,FTR,9+,9.9
battle_no_1,BATTLE NO.1,,PST,3,3.5
battle_no_1,BATTLE NO.1,,PRS,6,6.5
battle_no_1,BATTLE NO.1,,FTR,9+,9.7
badtek,BADTEK,,PST,4,4
badtek,BADTEK,,PRS,7,7
badtek,BADTEK,,FTR,9+,9.7
b_b_k_k_b_k_k,B.B.K.K.B.K.K.,,PST,4,4.5
b_b_k_k_b_k_k,B.B.K.K.B.K.K.,,PRS,7,7
b_b_k_k_b_k_k,B.B.K.K.B.K.K.,,FTR,9+,9.7
awaken_in_ruins,Awaken In Ruins,,PST,3,3.5
awaken_in_ruins,Awaken In Ruins,,PRS,7,7.5
awaken_in_ruins,Awaken In Ruins,,FTR,9+,9.7
astra_walkthrough,Astra walkthrough,,PST,4,4.5
astra_walkthrough,Astra walkthrough,,PRS,7+,7.8
astra_walkthrough,Astra walkthrough,,FTR,9+,9.9
ascent,Ascent,,PST,3,3
ascent,Ascent,,PRS,6,6
ascent,Ascent,,FTR,9+,9.8
arcahv,Arcahv,,PST,4,4.5
arcahv,Arcahv,,PRS,7+,7.8
arcahv,Arcahv,,FTR,9+,9.9
antagonism,Antagonism,,PST,4,4.5
antagonism,Antagonism,,PRS,7+,7.8
antagonism,Antagonism,,FTR,9+,9.9
amygdata,amygdata,,PST,4,4
amygdata,amygdata,,PRS,7,7.5
amygdata,amygdata,,FTR,9+,9.7
song_1l52msi,雨神楽,,PST,4,4
song_1l52msi,雨神楽,,PRS,7,7.5
song_1l52msi,雨神楽,,FTR,9+,9.9
alterale,AlterAle,,PST,3,3
alterale,AlterAle,,PRS,6,6
alterale,AlterAle,,FTR,9+,9.7
ai_drew,Ai Drew,,PST,3,3.5
ai_drew,Ai Drew,,PRS,6,6.5
ai_drew,Ai Drew,,FTR,9+,9.8
acheron,Acheron,,PST,3,3.5
acheron,Acheron,,PRS,7,7.5
acheron,Acheron,,FTR,9+,9.7
7thsense,7thSense,,PST,3,3
7thsense,7thSense,,PRS,7+,7.8
7thsense,7thSense,,FTR,9+,9.9
1_unknown_number,+1(UNKNOWN)-NUMBER,,PST,4,4
1_unknown_number,+1(UNKNOWN)-NUMBER,,PRS,7,7
1_unknown_number,+1(UNKNOWN)-NUMBER,,FTR,9+,9.7
last,Last,,PST,4,4
last,Last,,PRS,7,7
last,Last,,FTR,9,9
last_moment,Last | Moment,,BYD,9,9.6
last_eternity,Last | Eternity,,BYD,9+,9.7
axium_crisis,Axium Crisis,,PST,5,5.5
axium_crisis,Axium Crisis,,PRS,8,8.5
axium_crisis,Axium Crisis,,FTR,10,10.6
axium_divergence,Axium Divergence,,BYD,11,11.3
dropdead,dropdead.,,PST,1,1.5
dropdead,dropdead.,,PRS,9,9.5
dropdead,dropdead.,,FTR,8+,9.1
overdead,overdead.,,BYD,10,10.5
ignotus,Ignotus,,PST,3,3.5
ignotus,Ignotus,,PRS,6,6.5
ignotus,Ignotus,,FTR,9,9.3
ignotus_afterburn,Ignotus Afterburn,,BYD,9+,9.9
pragmatism,PRAGMATISM,,PST,4,4.5
pragmatism,PRAGMATISM,,PRS,8,8.6
pragmatism,PRAGMATISM,,FTR,10,10.1
pragmatism_resurrection,PRAGMATISM -RESURRECTION-,,BYD,11,11.2
red_and_blue,Red and Blue,,PST,4,4
red_and_blue,Red and Blue,,PRS,7+,7.8
red_and_blue,Red and Blue,,FTR,9,9.4
red_and_blue_and_green,Red and Blue and Green,,BYD,10,10.2
singularity,Singularity,,PST,4,4.5
singularity,Singularity,,PRS,7+,7.8
singularity,Singularity,,FTR,10,10.5
singularity_vvvip,Singularity VVVIP,,BYD,10,10.4
vicious_heroism,Vicious Heroism,,PST,4,4
vicious_heroism,Vicious Heroism,,PRS,7,7.5
vicious_heroism,Vicious Heroism,,FTR,10,10
vicious_anti_heroism,Vicious [ANTi] Heroism,,BYD,11,11.2
balor,Balor,,PST,3,3.5
balor,Balor,,PRS,6,7.5
balor,Balor,,FTR,9,9.5
balor,Balor,,ETR,10,10.1
un,un,,PST,4,4.5
un,un,,PRS,7,7.8
un,un,,FTR,9+,9.9
un,un,,ETR,10+,10.9
dread_area,DREAD AREA,,PST,5,5.5
dread_area,DREAD AREA,,PRS,8+,8.3
dread_area,DREAD AREA,,FTR,10,10.3
dread_area,DREAD AREA,,INS,11,11.4
riven_pilgrimage,Riven Pilgrimage,,PST,5,5.5
riven_pilgrimage,Riven Pilgrimage,,PRS,8,8.5
riven_pilgrimage,Riven Pilgrimage,,FTR,10,10.4
riven_pilgrimage,Riven Pilgrimage,,INS,11,11.5
cataclysm_cry,Cataclysm Cry,,PST,6,6.5
cataclysm_cry,Cataclysm Cry,,PRS,8+,8.8
cataclysm_cry,Cataclysm Cry,,FTR,10,10.6
cataclysm_cry,Cataclysm Cry,,INS,11+,11.8
deinos_phainein,DEINOS PHAINEIN,,PST,7,7.5
deinos_phainein,DEINOS PHAINEIN,,PRS,9,9.6
deinos_phainein,DEINOS PHAINEIN,,FTR,10+,10.9
deinos_phainein,DEINOS PHAINEIN,,INS,12,12.0
ember,Ember,,PST,5,5.0
ember,Ember,,PRS,8,8.1
ember,Ember,,FTR,9+,9.9
din_in,DIE IN,,PST,5,
din_in,DIE IN,,PRS,8,
din_in,DIE IN,,FTR,10,10.3
din_in,DIE IN,,ETR,11,11.1
